id,priority,domain,capability,control,target,requirement,shard,capability_id,control_id
BQ-0898,P1,"23. Jobs, SOPs & Operational Systems",Operational evidence,Evidence Gate,operations/*,"Define what records, artifacts, approvals, measurements, or logs prove an operational step was completed correctly.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-evidence,control.bq-0898
BQ-0899,P1,"23. Jobs, SOPs & Operational Systems",Operational evidence,Recovery,operations/*,"Define what records, artifacts, approvals, measurements, or logs prove an operational step was completed correctly.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-evidence,control.bq-0899
BQ-0900,P1,"23. Jobs, SOPs & Operational Systems",Operational evidence,Regression,operations/*,"Define what records, artifacts, approvals, measurements, or logs prove an operational step was completed correctly.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-evidence,control.bq-0900
BQ-0901,P1,"23. Jobs, SOPs & Operational Systems",Role-to-SOP coverage,Contract,JOBS.md / MANIFEST.md,Check that critical role responsibilities map to at least one operating procedure and that procedures have clear accountable roles.,controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-to-sop-coverage,control.bq-0901
BQ-0902,P1,"23. Jobs, SOPs & Operational Systems",Role-to-SOP coverage,Procedure,JOBS.md / MANIFEST.md,Check that critical role responsibilities map to at least one operating procedure and that procedures have clear accountable roles.,controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-to-sop-coverage,control.bq-0902
BQ-0903,P1,"23. Jobs, SOPs & Operational Systems",Role-to-SOP coverage,Evidence Gate,JOBS.md / MANIFEST.md,Check that critical role responsibilities map to at least one operating procedure and that procedures have clear accountable roles.,controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-to-sop-coverage,control.bq-0903
BQ-0904,P1,"23. Jobs, SOPs & Operational Systems",Role-to-SOP coverage,Recovery,JOBS.md / MANIFEST.md,Check that critical role responsibilities map to at least one operating procedure and that procedures have clear accountable roles.,controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-to-sop-coverage,control.bq-0904
BQ-0905,P1,"23. Jobs, SOPs & Operational Systems",Role-to-SOP coverage,Regression,JOBS.md / MANIFEST.md,Check that critical role responsibilities map to at least one operating procedure and that procedures have clear accountable roles.,controls/23-jobs-sops-and-operational-systems.md,controls.capability.role-to-sop-coverage,control.bq-0905
BQ-0906,P1,"23. Jobs, SOPs & Operational Systems",Metric ownership,Contract,JOBS.md / operations/*,"Assign operational metrics to roles with definition, source, cadence, target/threshold provenance, and either verified target/threshold values or an explicit organization-specific not-supplied state.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.metric-ownership,control.bq-0906
BQ-0907,P1,"23. Jobs, SOPs & Operational Systems",Metric ownership,Procedure,JOBS.md / operations/*,"Assign operational metrics to roles with definition, source, cadence, target/threshold provenance, and either verified target/threshold values or an explicit organization-specific not-supplied state.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.metric-ownership,control.bq-0907
BQ-0908,P1,"23. Jobs, SOPs & Operational Systems",Metric ownership,Evidence Gate,JOBS.md / operations/*,"Assign operational metrics to roles with definition, source, cadence, target/threshold provenance, and either verified target/threshold values or an explicit organization-specific not-supplied state.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.metric-ownership,control.bq-0908
BQ-0909,P1,"23. Jobs, SOPs & Operational Systems",Metric ownership,Recovery,JOBS.md / operations/*,"Assign operational metrics to roles with definition, source, cadence, target/threshold provenance, and either verified target/threshold values or an explicit organization-specific not-supplied state.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.metric-ownership,control.bq-0909
BQ-0910,P1,"23. Jobs, SOPs & Operational Systems",Metric ownership,Regression,JOBS.md / operations/*,"Assign operational metrics to roles with definition, source, cadence, target/threshold provenance, and either verified target/threshold values or an explicit organization-specific not-supplied state.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.metric-ownership,control.bq-0910
BQ-0911,P1,"23. Jobs, SOPs & Operational Systems",Handoff contracts,Contract,operations/*,"Define information, quality, timing, and acceptance requirements when work passes between roles or departments.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.handoff-contracts,control.bq-0911
BQ-0912,P1,"23. Jobs, SOPs & Operational Systems",Handoff contracts,Procedure,operations/*,"Define information, quality, timing, and acceptance requirements when work passes between roles or departments.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.handoff-contracts,control.bq-0912
BQ-0913,P1,"23. Jobs, SOPs & Operational Systems",Handoff contracts,Evidence Gate,operations/*,"Define information, quality, timing, and acceptance requirements when work passes between roles or departments.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.handoff-contracts,control.bq-0913
BQ-0914,P1,"23. Jobs, SOPs & Operational Systems",Handoff contracts,Recovery,operations/*,"Define information, quality, timing, and acceptance requirements when work passes between roles or departments.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.handoff-contracts,control.bq-0914
BQ-0915,P1,"23. Jobs, SOPs & Operational Systems",Handoff contracts,Regression,operations/*,"Define information, quality, timing, and acceptance requirements when work passes between roles or departments.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.handoff-contracts,control.bq-0915
BQ-0916,P0,"23. Jobs, SOPs & Operational Systems",Operational-risk routing,Contract,operations/* / SECURITY.md / LEGAL.md,"Trigger safety, privacy, legal, security, or financial controls from the actual SOP step where risk appears.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-risk-routing,control.bq-0916
BQ-0917,P0,"23. Jobs, SOPs & Operational Systems",Operational-risk routing,Procedure,operations/* / SECURITY.md / LEGAL.md,"Trigger safety, privacy, legal, security, or financial controls from the actual SOP step where risk appears.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-risk-routing,control.bq-0917
BQ-0918,P0,"23. Jobs, SOPs & Operational Systems",Operational-risk routing,Evidence Gate,operations/* / SECURITY.md / LEGAL.md,"Trigger safety, privacy, legal, security, or financial controls from the actual SOP step where risk appears.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-risk-routing,control.bq-0918
BQ-0919,P0,"23. Jobs, SOPs & Operational Systems",Operational-risk routing,Recovery,operations/* / SECURITY.md / LEGAL.md,"Trigger safety, privacy, legal, security, or financial controls from the actual SOP step where risk appears.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-risk-routing,control.bq-0919
BQ-0920,P0,"23. Jobs, SOPs & Operational Systems",Operational-risk routing,Regression,operations/* / SECURITY.md / LEGAL.md,"Trigger safety, privacy, legal, security, or financial controls from the actual SOP step where risk appears.",controls/23-jobs-sops-and-operational-systems.md,controls.capability.operational-risk-routing,control.bq-0920
BQ-0921,P0,"24. Packaging, Delivery & Repository Integration",Deliverable manifest,Contract,README.md / QA_GATES.md,"Generate a final manifest of files, purposes, entry points, dependencies, assets, and known configuration requirements.",controls/24-packaging-delivery-and-repository-integration.md,controls.capability.deliverable-manifest,control.bq-0921
BQ-0922,P0,"24. Packaging, Delivery & Repository Integration",Deliverable manifest,Procedure,README.md / QA_GATES.md,"Generate a final manifest of files, purposes, entry points, dependencies, assets, and known configuration requirements.",controls/24-packaging-delivery-and-repository-integration.md,controls.capability.deliverable-manifest,control.bq-0922
BQ-0923,P0,"24. Packaging, Delivery & Repository Integration",Deliverable manifest,Evidence Gate,README.md / QA_GATES.md,"Generate a final manifest of files, purposes, entry points, dependencies, assets, and known configuration requirements.",controls/24-packaging-delivery-and-repository-integration.md,controls.capability.deliverable-manifest,control.bq-0923
BQ-0924,P0,"24. Packaging, Delivery & Repository Integration",Deliverable manifest,Recovery,README.md / QA_GATES.md,"Generate a final manifest of files, purposes, entry points, dependencies, assets, and known configuration requirements.",controls/24-packaging-delivery-and-repository-integration.md,controls.capability.deliverable-manifest,control.bq-0924
BQ-0925,P0,"24. Packaging, Delivery & Repository Integration",Deliverable manifest,Regression,README.md / QA_GATES.md,"Generate a final manifest of files, purposes, entry points, dependencies, assets, and known configuration requirements.",controls/24-packaging-delivery-and-repository-integration.md,controls.capability.deliverable-manifest,control.bq-0925
BQ-0926,P0,"24. Packaging, Delivery & Repository Integration",Self-contained delivery check,Contract,ASSETS.md / QA_GATES.md,"Verify local deliverables do not depend on inaccessible temporary paths, placeholder URLs, hidden session state, or missing generated assets.",controls/24-packaging-delivery-and-repository-integration.md,controls.capability.self-contained-delivery-check,control.bq-0926
BQ-0927,P0,"24. Packaging, Delivery & Repository Integration",Self-contained delivery check,Procedure,ASSETS.md / QA_GATES.md,"Verify local deliverables do not depend on inaccessible temporary paths, placeholder URLs, hidden session state, or missing generated assets.",controls/24-packaging-delivery-and-repository-integration.md,controls.capability.self-contained-delivery-check,control.bq-0927
